IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
126831-18092019,18 Sep 2019,2019,20:06:31,20,Fire,Secondary Fire,,Outdoor,Grassland/ pasture/ grazing etc ,In street close to gazetteer location,TW5 9RY,TW5,1.00022E+11,21500257,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510750,178044,510750,178050,51.49050768,-0.406173971,London,Hayes,317,Feltham,,,1,1,1,1,339,1
126851-18092019,18 Sep 2019,2019,20:39:56,20,Fire,Primary Fire,,Non Residential,Prison ,Correct incident location,TW13 4ND,TW13,2.00004E+11,21509601,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,508932,172551,508950,172550,51.44149522,-0.43402867,London,Feltham,328,Feltham,,,3,3,3,1,339,2
126991-19092019,19 Sep 2019,2019,04:04:55,4,Fire,Secondary Fire,,Outdoor,Scrub land ,Open land/water - nearest gazetteer location,W4 4AN,W4,2.00004E+11,21502481,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519868,178382,519850,178350,51.49168812,-0.274778095,London,Chiswick,267,Acton,702,Chiswick,2,2,2,1,339,2
127011-19092019,19 Sep 2019,2019,06:53:07,6,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21501456,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,,,510850,173150,,,London,Feltham,127,Feltham,,,1,1,1,1,339,1
127063-19092019,19 Sep 2019,2019,09:56:01,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW5,0,21501151,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,,,512450,177350,,,London,Feltham,369,Heston,369,Feltham,2,2,2,1,339,2
127126-19092019,19 Sep 2019,2019,12:13:48,12,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,W4 5YT,W4,1.00023E+11,21500890,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519558,178486,519550,178450,51.49269394,-0.279207172,London,Chiswick,167,Chiswick,,,1,1,1,1,339,1
127131-19092019,19 Sep 2019,2019,12:24:47,12,Fire,Primary Fire,,Non Residential,Post office (purpose built) ,Correct incident location,W4 1PD,W4,1.00023E+11,21502481,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,521046,178527,521050,178550,51.49274711,-0.257776962,London,Chiswick,378,Acton,499,Richmond,2,2,2,1,339,1
127154-19092019,19 Sep 2019,2019,13:46:59,13,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW7,0,21501137,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,,,516350,176550,,,London,Heston,292,Heston,321,Heston,1,2,2,2,678,2
127232-19092019,19 Sep 2019,2019,16:10:54,16,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21500085,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,,,513250,172550,,,London,Feltham,379,Twickenham,400,Twickenham,1,2,2,1,339,1
127236-19092019,19 Sep 2019,2019,16:24:44,16,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,TW13 7EY,TW13,2.00004E+11,21501359,E09000018,HOUNSLOW,Hounslow,E05013615,Hanworth Park,Hanworth Park,511559,172479,511550,172450,51.44033188,-0.3962727,London,Feltham,271,Twickenham,,,1,1,1,1,339,1
127318-19092019,19 Sep 2019,2019,19:03:44,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W4,0,21500454,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,520950,178550,,,London,Chiswick,224,Chiswick,410,Acton,3,3,3,1,339,1
127465-20092019,20 Sep 2019,2019,01:04:36,1,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW3,0,21501205,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,,,513850,174850,,,London,Heston,322,Heston,329,Heston,1,2,2,1,339,1
127519-20092019,20 Sep 2019,2019,07:38:42,7,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW7,0,21500966,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,,,515950,177150,,,London,Heston,325,Heston,332,Heston,1,2,2,1,339,2
127849-20092019,20 Sep 2019,2019,17:16:02,17,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW7,0,21501326,E09000018,HOUNSLOW,Hounslow,E05013625,Isleworth,Isleworth,,,515950,174450,,,London,Heston,377,Heston,405,Heston,2,3,3,1,339,1
127853-20092019,20 Sep 2019,2019,17:22:59,17,Special Service,Special Service,Removal of objects from people,Outdoor Structure,Railings,Open land/water - nearest gazetteer location,TW7 6HX,TW7,10093257421,21519905,E09000018,HOUNSLOW,Hounslow,E05013623,Hounslow South,Hounslow South,515457,175626,515450,175650,51.46783923,-0.339194775,London,Heston,633,Twickenham,,,1,1,1,1,339,1
127867-20092019,20 Sep 2019,2019,17:43:06,17,Fire,Primary Fire,,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Correct incident location,,TW8,0,21501217,E09000018,HOUNSLOW,Hounslow,E05013608,Brentford West,Brentford West,,,517550,177850,,,London,Chiswick,303,Heston,360,Heston,1,2,2,1,339,1
127963-20092019,20 Sep 2019,2019,19:57:03,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW8,0,21501753,E09000018,HOUNSLOW,Hounslow,E05013607,Brentford East,Brentford East,,,518550,177850,,,London,Chiswick,233,Chiswick,318,Heston,4,5,5,2,678,1
127965-20092019,20 Sep 2019,2019,19:58:57,19,Special Service,Special Service,Flooding,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,TW3 1YW,TW3,1.00022E+11,21500891,E09000018,HOUNSLOW,Hounslow,E05013620,Hounslow Central,Hounslow Central,513906,175223,513950,175250,51.46452601,-0.361645043,London,Heston,420,Feltham,,,1,1,1,1,339,1
127970-20092019,20 Sep 2019,2019,20:15:14,20,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW5,0,21500515,E09000018,HOUNSLOW,Hounslow,E05013617,Heston Central,Heston Central,,,512650,176650,,,London,Heston,472,Heston,,,1,1,1,1,339,1
127991-20092019,20 Sep 2019,2019,20:53:05,20,False Alarm,False alarm - Good intent,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W4,0,21500590,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,520750,178350,,,London,Chiswick,158,Chiswick,352,Acton,2,2,2,1,339,2
127993-20092019,20 Sep 2019,2019,20:54:56,20,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Correct incident location,W4 4DH,W4,2.00004E+11,21500847,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519635,178195,519650,178150,51.49005603,-0.278195081,London,Chiswick,445,Ealing,484,Hammersmith,2,2,2,1,339,1
128003-20092019,20 Sep 2019,2019,21:22:09,21,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW5,0,21590106,E09000018,HOUNSLOW,Hounslow,E05013617,Heston Central,Heston Central,,,512650,177850,,,London,Southall,443,Heston,508,Southall,2,2,2,1,339,1
128118-21092019,21 Sep 2019,2019,02:38:40,2,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21500876,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,509650,172550,,,London,Feltham,441,Feltham,444,Feltham,1,2,2,1,339,1
128126-21092019,21 Sep 2019,2019,03:01:30,3,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,UB2 5UB,UB2,1.00022E+11,21501310,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,511330,178693,511350,178650,51.49623277,-0.397606745,London,Southall,412,Southall,,,1,1,1,1,339,1
128478-21092019,21 Sep 2019,2019,15:28:33,15,False Alarm,False alarm - Good intent,,Road Vehicle,Car ,On land associated with building,TW3 1ES,TW3,2.00004E+11,21590228,E09000018,HOUNSLOW,Hounslow,E05013621,Hounslow East,Hounslow East,514224,175835,514250,175850,51.46996799,-0.356869616,London,Heston,989,Heston,,,1,1,1,1,339,1
128592-21092019,21 Sep 2019,2019,17:54:49,17,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW14,0,21501537,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,,,509650,173650,,,London,Feltham,271,Feltham,844,Heston,2,3,2,1,339,1
128710-21092019,21 Sep 2019,2019,19:21:11,19,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW5,0,21500083,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,510350,176850,,,London,Heathrow,276,Feltham,285,Feltham,1,2,2,1,339,1
128721-21092019,21 Sep 2019,2019,19:38:07,19,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Nearby address - street not listed in gazetteer,,TW5,0,21500007,E09000018,HOUNSLOW,Hounslow,E05013617,Heston Central,Heston Central,,,512050,176550,,,London,Feltham,269,Feltham,443,Feltham,1,2,2,1,339,1
128754-21092019,21 Sep 2019,2019,20:20:41,20,False Alarm,False alarm - Good intent,,Outdoor,Wasteland ,On land associated with building,TW5 9RY,TW5,1.00022E+11,21500257,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,510759,178055,510750,178050,51.49061085,-0.406028303,London,Hayes,362,Feltham,,,1,1,1,1,339,1
128807-21092019,21 Sep 2019,2019,23:09:27,23,False Alarm,False alarm - Good intent,,Dwelling,House in Multiple Occupation - Up to 2 storeys (not known if licensed) ,Within same building,,TW3,0,21500649,E09000018,HOUNSLOW,Hounslow,E05013617,Heston Central,Heston Central,,,512350,176350,,,London,Heston,458,Heston,,,1,1,1,2,678,1
128812-21092019,21 Sep 2019,2019,23:18:44,23,Fire,Primary Fire,,Road Vehicle,Motorcycle ,Open land/water - nearest gazetteer location,TW13 4TR,TW13,10093258665,21500242,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,509312,171928,509350,171950,51.43581712,-0.428754431,London,Feltham,382,Feltham,,,1,1,2,3,1017,6
128815-21092019,21 Sep 2019,2019,23:24:15,23,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W4,0,21500454,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,520950,178550,,,London,Chiswick,225,Chiswick,386,Acton,2,2,2,1,339,1
128839-22092019,22 Sep 2019,2019,00:49:53,0,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21590131,E09000018,HOUNSLOW,Hounslow,E05013616,Hanworth Village,Hanworth Village,,,512250,172050,,,London,Feltham,381,Feltham,551,Twickenham,2,2,4,6,2034,5
128921-22092019,22 Sep 2019,2019,06:12:40,6,Fire,Secondary Fire,,Outdoor,Tree scrub ,In street close to gazetteer location,TW14 8JT,TW14,10001272264,21500576,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,508443,173602,508450,173650,51.45103413,-0.440742041,London,Feltham,413,Feltham,,,1,1,1,1,339,1
128991-22092019,22 Sep 2019,2019,10:26:47,10,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,W4 4AJ,W4,1.00023E+11,21502481,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,519850,178433,519850,178450,51.4921505,-0.275018108,London,Chiswick,175,Chiswick,,,1,1,1,1,339,1
129060-22092019,22 Sep 2019,2019,12:38:07,12,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW13,0,21500609,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,,,510650,173250,,,London,Feltham,596,Heston,638,Heston,1,2,2,1,339,1
129153-22092019,22 Sep 2019,2019,15:17:42,15,Special Service,Special Service,Lift Release,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,TW7,0,21501119,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,,,515050,176650,,,London,Heston,,,,,,,,,,2
129194-22092019,22 Sep 2019,2019,17:07:35,17,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,TW5,0,21500751,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,510450,176550,,,London,Heathrow,386,Feltham,488,Heathrow,2,2,2,1,339,1
129209-22092019,22 Sep 2019,2019,17:32:05,17,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,TW4,0,21501596,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,,,512650,174950,,,London,Feltham,264,Feltham,,,1,1,1,1,339,1
129243-22092019,22 Sep 2019,2019,19:05:21,19,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W4,0,21501177,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,,,520150,178250,,,London,Chiswick,117,Chiswick,,,1,1,1,1,339,1
129248-22092019,22 Sep 2019,2019,19:14:51,19,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,,TW14,0,21590272,E09000018,HOUNSLOW,Hounslow,E05013606,Bedfont,Bedfont,,,508250,173250,,,London,Feltham,313,Feltham,739,Heston,2,2,2,2,678,1
129303-22092019,22 Sep 2019,2019,21:11:12,21,False Alarm,False alarm - Good intent,,Other Residential,Nursing/Care Home/Hospice,Within same building,TW5 9HS,TW5,1.00022E+11,21501146,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,512026,177609,512050,177650,51.48634815,-0.387932591,London,Feltham,413,Feltham,578,Feltham,1,2,2,1,339,1
129323-22092019,22 Sep 2019,2019,22:17:31,22,Special Service,Special Service,Effecting entry/exit,Road Vehicle,Car ,In street close to gazetteer location,TW13 4BU,TW13,10025173449,21500609,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,510552,172965,510550,172950,51.44489885,-0.410607682,London,Feltham,319,Feltham,,,1,1,1,1,339,2
129432-23092019,23 Sep 2019,2019,09:26:13,9,Fire,Primary Fire,,Road Vehicle,Car ,In street close to gazetteer location,TW8 0JA,TW8,10001272326,21500657,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,519056,178122,519050,178150,51.48952656,-0.286564279,London,Chiswick,207,Chiswick,,,1,1,1,1,339,2
129435-23092019,23 Sep 2019,2019,09:36:56,9,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21590175,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,509650,172650,,,London,Feltham,390,Feltham,,,1,1,1,1,339,1
129462-23092019,23 Sep 2019,2019,11:00:51,11,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,TW7 7DY,TW7,1.00023E+11,21501137,E09000018,HOUNSLOW,Hounslow,E05013625,Isleworth,Isleworth,515974,174666,515950,174650,51.4591,-0.332069,London,Heston,419,Heston,,,1,1,1,1,339,2
129467-23092019,23 Sep 2019,2019,11:08:04,11,Special Service,Special Service,Hazardous Materials incident,Non Residential,Secondary school,Correct incident location,TW14 9RY,TW14,10093260551,21500693,E09000018,HOUNSLOW,Hounslow,E05013613,Feltham North,Feltham North,509707,173764,509750,173750,51.45224865,-0.422507592,London,Feltham,237,Feltham,249,Feltham,1,2,2,1,339,1
129513-23092019,23 Sep 2019,2019,12:51:25,12,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW8,0,21501311,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,,,517250,177150,,,London,Heston,313,Heston,,,1,1,1,1,339,1
129516-23092019,23 Sep 2019,2019,12:59:40,12,False Alarm,AFA,,Non Residential,Purpose built office ,Within same building,W4 4PH,W4,1.00023E+11,21500074,E09000018,HOUNSLOW,Hounslow,E05013609,Chiswick Gunnersbury,Chiswick Gunnersbury,520773,178421,520750,178450,51.491846,-0.261745,London,Chiswick,355,Acton,393,Richmond,2,2,2,1,339,1
129630-23092019,23 Sep 2019,2019,17:32:05,17,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,TW7,0,21500523,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,,,515050,176550,,,London,Heston,230,Heston,,,1,1,1,1,339,1
129735-23092019,23 Sep 2019,2019,21:00:59,21,False Alarm,AFA,,Non Residential,Large supermarket ,Correct incident location,TW8 0JG,TW8,1.00023E+11,21500607,E09000018,HOUNSLOW,Hounslow,E05013608,Brentford West,Brentford West,517743,177465,517750,177450,51.483892,-0.305688,London,Chiswick,319,Chiswick,,,1,1,1,1,339,1
129795-24092019,24 Sep 2019,2019,00:51:40,0,Special Service,Special Service,Lift Release,Other Residential,Student Hall of Residence ,Within same building,TW8 9RT,TW8,10024281626,21500133,E09000018,HOUNSLOW,Hounslow,E05013608,Brentford West,Brentford West,517217,178134,517250,178150,51.49001356,-0.313030492,London,Ealing,403,Heston,,,1,1,1,1,339,3
129818-24092019,24 Sep 2019,2019,03:46:19,3,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,TW3 2BH,TW3,1.00024E+11,21500992,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,513561,174891,513550,174850,51.46161687,-0.366711869,London,Heston,324,Heston,,,1,1,1,1,339,1
129822-24092019,24 Sep 2019,2019,04:47:42,4,False Alarm,AFA,,Non Residential,Sports/Social club ,Within same building,TW3 2DB,TW3,1.00023E+11,21501205,E09000018,HOUNSLOW,Hounslow,E05013622,Hounslow Heath,Hounslow Heath,513822,175239,513850,175250,51.46469236,-0.362844078,London,Heston,253,Heston,,,1,1,1,1,339,1
130037-24092019,24 Sep 2019,2019,12:13:33,12,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,TW5 0EE,TW5,10093257098,21501151,E09000018,HOUNSLOW,Hounslow,E05013619,Heston West,Heston West,512464,177325,512450,177350,51.4837087,-0.3817117,London,Feltham,429,Heston,463,Heston,1,2,2,1,339,1
130052-24092019,24 Sep 2019,2019,12:53:32,12,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,TW7 5LJ,TW7,1.00024E+11,21500941,E09000018,HOUNSLOW,Hounslow,E05013626,Osterley & Spring Grove,Osterley & Spring Grove,515267,177047,515250,177050,51.4806441,-0.341464234,London,Heston,202,Heston,,,1,1,1,1,339,1
130113-24092019,24 Sep 2019,2019,15:26:02,15,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,TW5,0,21501096,E09000018,HOUNSLOW,Hounslow,E05013618,Heston East,Heston East,,,513450,176950,,,London,Heston,274,Heston,,,1,1,1,1,339,1
130133-24092019,24 Sep 2019,2019,16:22:02,16,Special Service,Special Service,Flooding,Dwelling,House - single occupancy ,Within same building,,TW8,0,21500134,E09000018,HOUNSLOW,Hounslow,E05013608,Brentford West,Brentford West,,,517450,178150,,,London,Ealing,542,Chiswick,,,1,1,1,1,339,1
130204-24092019,24 Sep 2019,2019,16:45:36,16,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW13,0,21500317,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,,,509550,171650,,,London,Feltham,25,Feltham,,,1,1,1,1,339,1
130356-24092019,24 Sep 2019,2019,20:16:09,20,Special Service,Special Service,Other rescue/release of persons,Dwelling,House - single occupancy ,Correct incident location,,TW5,0,21590176,E09000018,HOUNSLOW,Hounslow,E05013612,Cranford,Cranford,,,510850,177550,,,London,Feltham,410,Feltham,,,1,1,1,1,339,1
130365-24092019,24 Sep 2019,2019,20:35:22,20,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,TW8,0,21500446,E09000018,HOUNSLOW,Hounslow,E05013627,Syon & Brentford Lock,Syon & Brentford Lock,,,517050,177350,,,London,Heston,257,Heston,297,Heston,1,2,2,1,339,1
130603-25092019,25 Sep 2019,2019,10:52:06,10,Special Service,Special Service,Evacuation (no fire),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W4,0,21500165,E09000018,HOUNSLOW,Hounslow,E05013611,Chiswick Riverside,Chiswick Riverside,,,519450,178050,,,London,Chiswick,219,Chiswick,353,Acton,2,2,2,3,1017,3
130644-25092019,25 Sep 2019,2019,12:09:33,12,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,TW13 4BS,TW13,1.00023E+11,21500609,E09000018,HOUNSLOW,Hounslow,E05013614,Feltham West,Feltham West,510561,173082,510550,173050,51.44594946,-0.410437809,London,Feltham,321,Feltham,,,1,1,1,1,339,1
130715-25092019,25 Sep 2019,2019,15:21:36,15,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,TW4,0,21501180,E09000018,HOUNSLOW,Hounslow,E05013624,Hounslow West,Hounslow West,,,512750,175550,,,London,Feltham,375,Heston,,,1,1,1,1,339,1
